tagging,cleaned_comments
0,wheres favorite place buy clothes
0,wear undies dude hahaha
0,cucumber viniger
0,like girl hahaha
0,huh doesnt make sense gun something lmao come lol
0,hahahahah ummmmmmm thank eric kill thisr hahahhahahahhahahah made laugh sooooo hard
0,never
0,head
0,idk thatd hard think
0,lot show face
0,could change thing cincinnati make better would
0,think people talk behind back
0,hahaha well cant fight cani dont mind asking dislike
0,whats word rhyme quotdoorquot
0,haha dont really hear much anymore respect artist person may little rocker artist mass respect
0,dgaf
0,ummm summer bein almost isnt haha
0,idk make hottie haha
0,yes
0,empty
0,yes
0,vain
0,yes
0,nope
0,empty
0,yes love buzz
0,would rather date really ugly girl lot experience really pretty girl experiance
0,empty
0,naah
0,yes sorry
0,raspberry vinegrette
0,fly plane
0,awhh would saw let husband
0,ocean park
0,hahha laugh really hard
0,pu01ddu05dfu05dfu0131u029es u028eu0287u0287u01ddu0279d u01ddu0279u0250 nou028e uu01ddu0265u0287 su0131u0265u0287 pu0250u01ddu0279 uu0250u0254 nou028e u025fu0131
0,gorgeous im talking look everyone know beautiful im talking personality soo nice careing everyone genuinly kind dont think could ever anything ugly
0,yuhz 3xy m0h yuh q0 n3 dk
0,ever thought getting something place house room bathroom etcbut got suddenly forget doget
0,woke jail would crime
0,yes everyone recycle
0,movie night beach ever long friend
0,flame torch
0,bommm
0,haha know huh lol jealous bitch
0,three babay
0,get swirl toothpaste come perfectly
0,feel noone else love truly dont understand people confusing there biazillion people world meet fall love withwhy end one individual there much
0,thats thought haha
0,really liked aggravation
0,yupz hehe
0,empty
0,sleep jean
0,whats wrong
0,much
0,tabitha jai locascio
0,fred something fred
0,youaposre hell youaposre mad someone tell go
0,empty
0,recollection hahahaha thatd funny
0,hot coffee iced coffee haha
0,u like somebody lake
0,looking bfs atm
0,yes karma
0,mine 20min
0,course x mark spot arrrg im soo ready
0,give name 3 object thing love
0,legally
0,saw someone public toilet paper stuck shoe would tell
0,canada
0,think people join gang
0,dead person would least want haunted
0,many pillow use
0,umm think 2 bhut english first im learnin french hbu
0,guilty pleasure cobra starship fang 3
0,website spend time
0,ever stolen street sign
0,cedar point believe
0,random yes lol
0,tell dont want see happen die
0,roll tongue
0,cottage cheese colby cheese string cheese
0,kindness stranger
0,cat dog
0,head
0,would describe personality
0,hate last guygirl talking
0,ever pretended crush really werent
0,two year ahead college graduated h feel drinking got 2 duis within 6 month got accepted nursing schoolsomething ive worked entire life didnt go thought love going cali dude got kicked nursing list lost job went jail 15 day got ta go clermont recovery center drinking im lot money still cant get job due money therefore cant get back nursing list cant go back school get job im working waiting trying get life back together ruined little fun thats funny story funny
0,ididnt write dhat
0,last time asked someone letter paper
0,omg way 10 actually small dont change thee way look 4 anyone bhut yourslf kay
0,u scroll page thanks
0,whats doc
0,umm haha dont know want kn
0,k
0,im aware thankfully
0,miss youuu 3
0,text haha
0,theatersshutter island
0,ever tried skinny dipping
0,handle emotion youre sad direct anger tear endless thought quiet explain
0,got arrested murder would call telephone call prison
0,whyy
0,hookerhahaha
0,get annoyed someone cut front waiting line
0,whats favorite drink
0,left handed right
0,know anyone almost anything attention _
0,whats last thing said sibling
0,purple greenr always favorite since kid green make happy look good haha
0,talk show would first three guest
0,would leprecon jumped r bush stole wallet would scarred life
0,liers
0,ever take medication help fall asleep faster
0,uhm think love freaking joie thasss right 3
0,hope good day need go clean house stepdad coming arkansas fiance mom divorced 3 yr back going stay day everyone hope great day quest
0,never thought could
0,would rather swim pool ocean
0,dad
0,hahahah idk
0,night actually haha living room
0,girl perfect eye smile think loved day met life amazing chris
0,trusting others
0,thanks
0,omg ahhhh go damn fell window sil haha jk
0,throw away either tv computer would choose
0,hear people arguing normally
0,know change tire change oil change spark plug
0,honesty dont many true friend
0,christofer drew sister
0,lunch
0,u ever seen falling star
0,well sortaa got 2 wtch thee charice part shes awesome 3 hbu
0,bahaha idk whats goin
0,h00000rnyy f0 dk nqq w y3w q0 h dhs vn
0,would best thing vampire
0,grandpa lyedd
0,nope deja vu sometimes haha
0,ohhh dont whats super hard question
0,thing annoyes
0,wow really cuz people like making cool song bridge
0,tht woul b cool u u
0,sun snow
0,would ever date someone gorgeous conceited attitude
0,werewolf aka jacob pride lol good part lol
0,maybe really desperate
0,oddest umm driveway haha like layout strap
0,whats favorite john hughes film 80 film director
0,going finish answering questiosn pack stuff leave please leave thing thank
0,would rather uncontrollable drooling bedwetter
0,dream like one long story keep continuing choppy first youre one place youre another
0,idea hahaha
0,ever think becoming model
0,horrible
0,one thing would want disappear planet
0,best friend
0,would like master
0,fear factor would rather eat cow intestine 2 dozen hissing roach
0,awwhhhthank yuh jacob ur really nice might new bestie 33 thank yuh much
0,hate people mad reason allwhat
0,yes gave dude jump way school hahaha
0,rabbit foot lucky happened rabbit
0,thankyou
0,think life fair
0,know
0,ever experienced feeling urge fart inside elevator tell happen
0,ugh
0,define great life
0,lol
0,haha thts p
0,hahaha yeah beard guy haha never saw stillr good dancer haha
0,one thing want badly
0,empty
0,e
0,describe perfect day
0,carefully would honestly like career
0,love party
0,try
0,still sinqle
0,doesnt tarzan beard
0,itll get harder get
0,haha
0,empty
0,body part wash first
0,favorite boyu2019s name
0,yeah im alone currently waiting timothy get home miss
0,haha whatever
0,proton neutron
0,loser miss u
0,awhhhh thanks
0,thank
0,think could survive prisoner warpow
0,love
0,cause called banana love banana
0,keep inside always
0,love babe3
0,would ever prank spouse got married
0,would like spend retirement
0,iguess yew dnt fuck wit mhe anymo
0,make big difference world
0,watch video agree girl entirely young dancing manner
0,awaiting piercingstattoos
0,brussel srouts yuckie bhut love cabbage theyre mini cabbage lmao
0,yes haha
0,alright cool
0,umm walk remember last song ugh alot haha hbu
0,reaction weird love haha
0,keep inside almost always
0,think new graphic
0,celebrity think overrated
0,used got super jealous boyfriend doesnt like text anyone
0,whats favorite type flower
0,okayy
0,yes paramore
0,thiss fer real
0,sunday sleep
0,spamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspamspam spam
0,yupz yupz hehe
0,yepp
0,way work driving
0,whataposs best thing youaposve ever eaten
0,yes like think
0,im bored tell something funny lool
0,yet car
0,favorite song
0,yup sure
0,hi hi tabi want know best friend
0,today
0,ur state largest amusement park
0,make path always like untaken path
0,im good thankyuhheyyy hbu
0,goin lake park saturday
0,know
0,makenzie
0,mabuti bed least energy forever haha bad case head cold guess thanks asking
0,last book read
0,ya damn rite gota as n kute ya feel mithick
0,cleveland
0,used dont anymore
0,name 2 favorite color
0,good quottheyquot say water best
0,know text
0,could visit commentu00bfpodru00edais visitar mi blog u00bfquu00e9 o parece
0,famous p
0,think woman wear revealing clothing infront kid
0,need change
0,look like family
0,empty
0,parent xd
0,favorite food freezing cold
0,hahahah whoever asking favorite sex position know answer lol hahahahahahaha
0,family everything
0,lmfao dheyy cant havee causee it mine
0,who best guy girl friend
0,independently
0,physical hmmuhh guess would crashed going wayyy fast hill rollerblade dress fell dirt better concret sure felt hard scraped leg elbow hand hurt lol
0,pepe
0,alexis bitch whorer hahha jk alexis love r anthonyformsprings doucher cant login ind
0,ever returned item store refund used
0,last time went beachr
0,know anyone keep dog house
0,thats hard 1 thinkin maybe bustin jieber think haha
0,ur beautiful
0,empty
0,know
0,ever cake fight
0,love one another kindness key happiness
0,yellow
0,awhhh thankyou best r loveyoutod
0,would rather luxury yacht private jet
0,feel hair right
0,babydoll dearest vv accutally like friend
0,think better find love let find
0,twitter besties
0,hahahahha pfffffffffffffftttt everyone know lol
0,like 3 month
0,last time thought
0,empty
0,si hahah yes
0,u00bflistography
0,last thing quit
0,got ta take something else dont want
0,yes sure would spam bf
0,ever head louse
0,vibe give
0,would could cant
0,encore encore suree hahaha
0,okayyy
0,0 degree
0,thumb upr realize sig pic thumb well mostly xd
0,empty
0,yeshh
0,umm made love boyfriend r hahah
0,chocolate vanilla
0,ever day mattress sale
0,nuuuhh
0,color eye
0,empty
0,would rather big elephant small mouse
0,last thing bought
0,1 sky dive 2 bungie jump 3 visit state 4 go many concert possible 5 spend day hanging celebs 6 travel world 7 visit disneyland world 8 work job love 9 family 10 idk one haha
0,would bother never personal time
0,yah
0,die would rather burried cremated
0,ever found something clothes didnt know
0,boyfran
0,dont wan na asked anymore question whatever let know inbox boyfriend girlfriend cheated would take back ever done circumstance would met happen
0,love hate
0,disco time babyyyy hahahah p
0,would worse finding life space finding isnt
0,often haha
0,whats best place near get ice cream
0,yes sure
0,hahaha okay dont hah
0,whats number
0,good friend
0,nope drinkin water
0,whats favorite genre music
0,favorite book child
0,distinct smell
0,take work home
0,hip hop rampb anything 1027 971
0,one fun thing
0,think psychic real
0,bang care dont get aid anything hahahah kidding dont
0,lol oo noguurrrl u must crazybc love u muchoo
0,english primary language
0,yes emery emarosa day holiday
0,website spend time
0,would ever sell drug poor
0,nothing toe pink tho
0,could read one magazine rest life would
0,lol
0,judge people look like
0,nah bro yethopefully soon though
0,theyre either trying get bunch question thats say topic question
0,hahah u kno mannnyyy ppl asked going u haha
0,nahhh occean dispicably turning oil rate people saying ohh really care welfare creature living handsnot much concern thooough
0,hahaha wait wht kind drink lol well jackinthebox like evn mile away frmh house guess thts wht ur askin lmao xp
0,hmmexotic think florida doesnt count thats exotic goin gethaha
0,sometimes lol im mood wear one
0,dont like think overated pair shoestringless nike rock sweet cause loook like gym shoe slip offs lovee em
0,vehicle
0,weve together year march met party ironic
0,lol thats funny
0,empty
0,dont think theyre hard enough honest society wouldnt way people would make theyre kid moral standard aid spreading unbelievable rate day sayin
0,calender room
0,shaylaampi prank xen next shayla telling xentury go back sleep
0,hmmmpersonal root word lol umm probss bubbly nice honestsumtyms
